id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
869256218630348537,Charming Leopardstown Townhouse,18959968,John,,Dn Laoghaire-Rathdown,53.24803,-6.1783,Entire home/apt,,3,52,2025-02-26,2.27,2,0,27,
869315981087297513,City Living - Walk Everywhere,41947241,Paul,,Dublin City,53.35756128597626,-6.270050995200179,Entire home/apt,86,5,27,2025-02-25,1.40,9,251,23,
869327039473405811,Private Sunny Bedroom,17754704,Medha,,South Dublin,53.3369,-6.45755,Private room,84,1,3,2024-03-17,0.13,1,364,1,
869351757633878419,Modern house with partial sea views,127324857,Christoffer,,Fingal,53.39576,-6.1295,Entire home/apt,,4,2,2024-08-17,0.10,1,0,1,
869486036256794073,cosy nook in leafy Southside,510029814,Ann,,Dn Laoghaire-Rathdown,53.30168,-6.26204,Private room,85,2,64,2024-12-15,2.79,1,82,32,
870303998052387950,Spacious Docklands Home,195616814,Laura,,Dublin City,53.338742821251735,-6.243018989923002,Entire home/apt,1123,2,14,2024-11-17,0.67,1,162,7,
870388317546911197,Minutes walk from Temple Bar-entire unit,210528341,Jamie,,Dublin City,53.34618931841871,-6.271334026413812,Private room,,99,1,2023-07-05,0.05,2,0,0,
870854578813471424,Spacious modern home by the sea in Dublin,160759980,Stephanie,,Dn Laoghaire-Rathdown,53.29308054510041,-6.151006997638389,Entire home/apt,476,3,10,2024-06-30,0.47,1,44,5,
871798402492954816,Double Room,510519758,Sue Ellen,,South Dublin,53.27114006410571,-6.332646198570728,Private room,90,1,4,2023-08-27,0.20,1,361,0,
872324248937193078,Newcastle Apartment,104505392,Chichi,,South Dublin,53.29941,-6.49474,Private room,104,1,0,,,1,269,0,
872493161510739552,Drumcondra Period House,346762980,Fiona,,Dublin City,53.364138252499764,-6.261857956832259,Private room,,2,33,2024-11-10,1.47,1,0,14,
872605543545162342,Private double bedroom in Dublin,213465247,Akhi And Khalid,,South Dublin,53.32225237301054,-6.419197205156783,Private room,48,1,37,2024-12-04,1.63,7,74,4,
872906239705923363,"Single Bedroom Monkstown, Dublin",272688682,Asta,,Dn Laoghaire-Rathdown,53.28833,-6.15633,Private room,66,1,81,2025-03-02,3.58,3,333,35,
872961257594137297,Luxury central at Leeson St,177833932,Anna,,Dublin City,53.33365,-6.25478,Entire home/apt,239,3,4,2024-08-05,0.17,17,7,1,
872977669345904288,Cottage-Dublin's Trendiest Area,203968340,Shauna,,Dublin City,53.35364,-6.29303,Entire home/apt,210,1,7,2024-06-30,0.32,1,10,1,
873020531929472843,Private Double Room in Dublin for 1 Female,151410205,Lorraine,,South Dublin,53.350021063986844,-6.398003341031344,Private room,41,1,109,2025-03-04,5.33,1,292,78,
873193107282203831,"Cozy Room in Stoneybatter, Dublin",93552916,Thiago,,Dublin City,53.3536252,-6.2939502,Private room,112,3,36,2024-12-08,1.61,1,62,20,
873236088397372160,Private room + Bathroom,510834466,Gergely,,Dublin City,53.3939985,-6.198681199999999,Private room,90,12,0,,,1,83,0,
873276976528474527,Peaceful double bedroom with sea view in Sandyford,459735595,Farid,,Dn Laoghaire-Rathdown,53.27427897475174,-6.214419765155188,Private room,81,1,85,2024-10-27,3.83,3,359,32,
873320458267847723,Lovely Ensuite - 35min City Centre & 10min Airport,18080312,Jose Eduardo,,Fingal,53.40458,-6.29396,Private room,58,4,78,2025-02-14,3.41,3,0,39,
873869310787229917,Private Single Room,349354266,Brenda,,Dublin City,53.347077296216376,-6.251346107365316,Private room,,1,42,2024-10-27,1.86,3,0,12,
873929127927885580,3-Bedroom House in D4 near Aviva,36351913,Oxana,,Dublin City,53.34031965548471,-6.224929469105566,Entire home/apt,,6,1,2024-04-14,0.09,2,0,1,
874367585436637981,Perfect short-stay private room Dublin,511052742,Eoin,,Dn Laoghaire-Rathdown,53.28427,-6.26667,Private room,,1,2,2023-06-11,0.09,1,0,0,
874388833283492980,Gorgeous  Bedroom - 35min Centre and 10min Airport,18080312,Jose Eduardo,,Fingal,53.40504,-6.29475,Private room,53,4,81,2025-02-15,3.73,3,120,50,
874463431170791985,Aviva neighbour RDS,112062166,Gav And Trisha,,Dublin City,53.33090977484997,-6.22551823832422,Entire home/apt,204,14,0,,,37,90,0,
874714433774512597,Spectacular 4 bed family house in Mount Merrion,19170853,Rob,,Dn Laoghaire-Rathdown,53.2938389,-6.2068629,Entire home/apt,365,3,4,2024-08-17,0.19,1,6,1,
876068698372021279,"Bright, Luxury & Minimalistic",94248825,Natalia,,South Dublin,53.281418,-6.440669,Private room,35,14,81,2025-01-31,3.83,2,20,32,
876094730731665383,Bright 4 bed in Dublin 4; near RDS Aviva & 3Arena,14400248,Lorraine,,Dublin City,53.33973,-6.22732,Entire home/apt,428,2,25,2024-10-28,1.16,1,230,15,
876170466500760299,Cozy Room,96073386,Regiane,,Dublin City,53.31159,-6.28951,Private room,150,2,0,,,1,89,0,
876544518050394957,Stunning 2 bed just off Grafton St,430187374,Mark,,Dublin City,53.34311971052443,-6.262348048067119,Entire home/apt,266,14,1,2024-11-19,0.28,11,19,1,
876643091070500201,Home in Monkstown,182481677,Mollie,,Dn Laoghaire-Rathdown,53.284497537246,-6.152143677041332,Entire home/apt,230,7,13,2024-08-19,0.64,1,224,6,
876645705569859472,Bright Spacious Mezzanine Apartm,31284582,Paul,,Dublin City,53.3561375,-6.258764999999999,Entire home/apt,,14,10,2024-02-03,0.46,80,0,0,
876702527823607261,Central convenient bright apartm,29842993,Paul,,Dublin City,53.3532818,-6.2489778,Entire home/apt,145,14,34,2025-02-12,1.54,4,11,25,
876813448203827143,Chic Waterside 1 bed,70154490,R Gar And G,,Dublin City,53.3449,-6.26092,Entire home/apt,282,4,1,2023-04-25,0.04,62,357,0,
876834531469283597,Double room in Dublin!,6669456,Bebhinn,,Fingal,53.38991,-6.13592,Private room,,2,2,2023-06-25,0.09,1,0,0,
876948821201221526,Your home away! Cosy & private studio in Dublin,267940553,Beatriz,,Dublin City,53.40625,-6.17976,Private room,,1,2,2023-11-15,0.12,1,0,0,
877290467254971226,Great Dublin Base,16876961,Karl,,Dublin City,53.31777155952149,-6.27484585573606,Entire home/apt,315,3,2,2024-04-06,0.10,1,32,1,
877340753703260165,Private Ensuite Room with Kitchenette,40105593,Amit,,Fingal,53.39364,-6.44656,Private room,57,1,27,2024-10-31,1.19,2,108,1,
877610962429805860,Ensuite Large Double Room A,297146138,Taner,,Dublin City,53.37753165159108,-6.316856367822266,Private room,75,1,25,2024-10-09,1.12,3,92,4,
878010242457696913,cosy 1 bed in Dublin City MC,177833932,Anna,,Dn Laoghaire-Rathdown,53.27781,-6.12439,Entire home/apt,,3,0,,,17,0,0,
878019320508872435,Central apartment Dom St Lower,177833932,Anna,,Dublin City,53.35372,-6.267,Entire home/apt,300,3,1,2024-03-11,0.08,17,17,1,
878046047801709631,Superb 4 bed in prime location!,10288287,Janet,,Dn Laoghaire-Rathdown,53.27673076771354,-6.102254167199135,Entire home/apt,782,4,32,2024-12-31,1.54,1,169,14,
878071663717230063,2 Bedrooms 2 Bathrooms shared apartment Dublin,214391980,Etgar-Alex,,Dublin City,53.3457431,-6.2364402,Private room,,3,0,,,1,0,0,
878107372540388909,"Bright, Stylish & Minimalistic",94248825,Natalia,,South Dublin,53.281418,-6.440669,Private room,,12,9,2025-02-22,0.42,2,0,6,
878138901203624105,Two bed apt in georgian Street,283786751,Narimane,,Dublin City,53.35444,-6.26264,Entire home/apt,,2,1,2023-05-06,0.04,1,0,0,
878240714471415649,2 bed house in seaside town,36032421,Claudia,,Fingal,53.56917,-6.11167,Entire home/apt,,5,3,2024-04-01,0.14,1,0,1,
878659702471921329,Stunning Mews House On A Historic Estate Killiney,439115207,Karen,,Dn Laoghaire-Rathdown,53.25517,-6.12136,Entire home/apt,535,3,15,2024-12-29,0.79,3,301,12,
878697902176484207,Charming 3BD house in Dublin!,477816136,James,,Dublin City,53.35799181653174,-6.269728071107196,Entire home/apt,,2,16,2024-08-17,0.80,7,0,7,
878761502793514122,Chic Waterfront Loft,69683252,Daniel And G,,Dublin City,53.34546,-6.26151,Entire home/apt,271,3,1,2023-05-02,0.04,101,0,0,
878820170674461275,Large double room park viewing room C,297146138,Taner,,Dublin City,53.37753165159108,-6.316856367822266,Private room,62,1,36,2025-02-12,1.61,3,47,16,
878830850364092925,Luxury Loft in Dublin's Old Distillery,511496539,Jason,,Dublin City,53.3646927,-6.2470813,Entire home/apt,296,3,94,2025-03-03,4.22,2,185,54,
879109305792725432,"Dundrum Gem, 20mins to city",398046364,Joanne,,Dn Laoghaire-Rathdown,53.292589229515706,-6.240203490513729,Entire home/apt,450,14,0,,,1,177,0,
879527228079486646,"Eco-Cottage
Golf courses near
Hot tub & Pool table",49706207,Timi,,South Dublin,53.2904511,-6.2859003,Entire home/apt,331,4,0,,,1,66,0,
879547928280221815,Private room in friendly home Near airport,125122317,Katayi,,Fingal,53.406068009427614,-6.256132833659649,Private room,,1,7,2023-06-01,0.31,4,179,0,
879564412742514076,Cosy 2BD Flat in the City Centre - Temple Bar!,477816136,James,,Dublin City,53.34522,-6.26472,Entire home/apt,187,3,60,2025-03-03,2.99,7,1,39,
879614046687129615,Top floor & Central 4 people,69683252,Daniel And G,,Dublin City,53.35207,-6.26925,Entire home/apt,308,3,21,2025-02-03,1.06,101,342,18,
879884258608501582,Dublin City Centre Accommodation,504041464,Caitlin,,Dublin City,53.34206006466548,-6.2452199310064325,Private room,79,1,0,,,1,10,0,
880081464521636739,Unique two bedroom penthouse with Rooftop terrace,509097119,Steve,,Dublin City,53.342227576327005,-6.277639222736419,Entire home/apt,351,3,96,2025-02-17,4.39,1,0,58,
880215604878907867,New Great city centre apartment,31284582,Paul,,Dublin City,53.35021889999999,-6.2697543,Entire home/apt,,14,6,2023-12-02,0.28,80,4,0,
880355725938126288,Private En-suite room in a friendly home,125122317,Katayi,,Fingal,53.40581,-6.25688,Entire home/apt,598,3,2,2024-08-25,0.11,4,364,1,
880407043161784117,Double room in three story house,410609551,Rima,,Fingal,53.39525,-6.44596,Private room,50,1,32,2024-12-31,1.43,6,63,14,
880452671806154315,Private room in friendly home,125122317,Katayi,,Fingal,53.40234987840641,-6.257650266930828,Private room,160,2,0,,,4,364,0,
880466633571528902,Private Room in Dublin 6,10966252,Claire,,Dublin City,53.32126877583523,-6.2735382296353555,Private room,112,2,57,2025-03-02,2.70,1,69,31,
880963566047882335,Building is original stone cut.,512441475,Margaret,,Dublin City,53.338172946520544,-6.305000334978104,Entire home/apt,,4,62,2025-02-04,2.95,1,7,29,
881132191149443610,Period House in Dublin 6,66300555,Shane,,Dublin City,53.31791579200741,-6.275416313540355,Entire home/apt,,2,12,2024-08-07,0.59,2,0,8,
881144273154191009,Luxury Coastal Historical Home,130933478,Elayne,,Dn Laoghaire-Rathdown,53.28951,-6.12612,Entire home/apt,808,3,0,,,2,0,0,
881284084285028248,Cozy House,34120045,Kaushal,,South Dublin,53.33603,-6.44323,Private room,50,1,10,2024-03-18,0.54,1,29,1,
881660460742061832,Luxurious appt Private Bathroom,225850604,Mariem,,Dublin City,53.3500775006116,-6.240394476044163,Private room,61,4,2,2023-07-31,0.10,2,301,0,
881720211149193431,Two private rooms (4 adults) in Kilnamanagh,192138807,Gordon,,South Dublin,53.30424,-6.35663,Private room,135,3,5,2024-09-24,0.42,1,0,5,
881734689339883316,Private room in the Grove,512610476,Louise,,Fingal,53.40659,-6.41893,Private room,,1,4,2023-08-20,0.18,1,0,0,
881870349958389238,In the heart of it all in Dun Laoghaire,512653106,Emer,,Dn Laoghaire-Rathdown,53.29148,-6.13889,Entire home/apt,,2,32,2024-06-30,1.45,1,0,14,
881927831338752837,Private Room with Riverside Views,341905667,David,,Dublin City,53.3471613,-6.2948401,Private room,109,2,38,2024-10-14,1.70,2,0,17,
881963983190413389,"Quiet and secure, The Liberties. Free parking.",37551105,Eva,,Dublin City,53.3385068,-6.273815799999999,Entire home/apt,186,4,12,2024-09-12,0.57,1,68,6,
881973779663728093,Bright Beautiful Room Available,449048294,Sameer,,Dublin City,53.39705246465107,-6.2535735577690446,Private room,,5,7,2024-11-19,0.32,2,0,1,
881993203074329547,Baldoyle Private Room  - Relaxing Getaway,21668374,Burak,,Fingal,53.399486502914776,-6.145470486241818,Private room,96,3,31,2024-11-10,1.39,1,90,14,
882022292778061708,Stunning Serviced Property - Walk Everywhere,41947241,Paul,,Dublin City,53.358569943670865,-6.270292888476163,Private room,67,14,4,2024-08-31,0.20,9,242,1,
882361011593794157,Large & magnificent house in landscaped gardens,127984226,Jonothan,,Dn Laoghaire-Rathdown,53.28381,-6.13863,Entire home/apt,590,27,19,2025-02-21,0.91,18,170,16,
882433584371403938,Chez Sarah Jane,12340273,Sarah Jane,,Dublin City,53.339614682701296,-6.233963705599308,Entire home/apt,,4,25,2024-05-30,1.21,1,0,2,
882458444637224157,Bright 2BD Flat with Private Balcony - Dublin!,477816136,James,,Dublin City,53.35752222136056,-6.234468348893762,Entire home/apt,118,2,80,2025-02-16,3.97,7,1,45,
882588510289476859,Private room with en-suite,30461827,Derbhile,,Dublin City,53.36649357900589,-6.2639352582220456,Private room,130,2,18,2024-09-02,0.81,1,0,10,
882627203922487990,Spacious 2 Bed Apartment in Dublin City Centre,424962513,James,,Dublin City,53.33627049125823,-6.2736581234685636,Entire home/apt,300,2,17,2024-09-02,0.86,1,0,6,
882643529208626842,Ivy Cottage,512835812,Ronan,,Dublin City,53.3522055,-6.2332066,Entire home/apt,203,1,107,2025-02-20,4.90,1,207,66,
882649494755775630,Lovely bright private room Ballsbridge D4,45676498,Ian,,Dublin City,53.3298877,-6.2401013,Private room,90,2,84,2024-09-10,3.84,2,85,45,
882650559671985240,Apartment in Dublin,41625792,Rémi,,Dublin City,53.34558,-6.23857,Entire home/apt,291,100,6,2024-06-24,0.27,1,67,1,
882723990200245550,Victorian Dublin City Getaway,78872594,Kamila,,Dublin City,53.361919512262524,-6.238662265241146,Entire home/apt,226,2,30,2024-09-03,1.65,1,33,19,
891872820490068033,Peaceful 2 bed apartment,70154490,R Gar And G,,Dublin City,53.31044619226917,-6.2779156168342505,Entire home/apt,170,14,1,2024-04-26,0.10,62,21,1,
891973553368172535,Stylish house in Dublin,510822366,Kiro And Thiago,,Dublin City,53.35392677609462,-6.293506403179929,Entire home/apt,351,3,30,2025-01-27,1.50,1,0,17,
892051507168253585,Comfortable & Spacious home,313689599,Aine,,Dublin City,53.36833,-6.2408,Entire home/apt,360,5,13,2024-12-28,0.64,1,251,6,
892085332163079124,Comfy private room in our family home,153465930,Shikha,,South Dublin,53.2754,-6.31519,Private room,76,1,9,2023-11-01,0.41,1,41,0,
892119998814042396,Exceptional 5-Bedroom Family Home (sleeps 10),9813926,Colm,,Dn Laoghaire-Rathdown,53.2892587,-6.225631099999999,Entire home/apt,,3,1,2023-08-07,0.05,1,0,0,
892452796655045772,Central 1BD Flat in Dublin!,477816136,James,,Dublin City,53.34245,-6.2719,Entire home/apt,,2,26,2024-10-11,1.19,7,0,13,
892492576743967154,"Tranquil apartment
super location
Direct 2 airport",22599226,Andrew,,Dublin City,53.32224823360303,-6.257489696145058,Entire home/apt,149,2,68,2025-01-02,3.23,2,40,40,
892507678564679979,Charming 2BD House in Dublin!,477816136,James,,Dublin City,53.33556,-6.29043,Entire home/apt,,2,23,2024-08-24,1.08,7,0,11,
892636584500492829,Luttrellstown Castle,507762863,Shannon,,Fingal,53.37346,-6.43655,Entire home/apt,19140,1,0,,,2,350,0,
892768785394389900,Charming terrace house on green,5491083,Susan,,Dublin City,53.338744049501805,-6.225791698922158,Entire home/apt,162,7,3,2024-04-22,0.15,1,271,1,
892820565765407841,Double Room with Ensuite,52751052,Eduard,,Fingal,53.47405,-6.23248,Private room,,28,0,,,1,178,0,
892897462795262783,Pet friendly room Killiney beach,30827649,Sara,,Dn Laoghaire-Rathdown,53.25095,-6.12273,Private room,47,7,18,2025-01-21,0.87,1,109,8,
893317421942531738,2 bedroom flat near Dublin City Centre,515177958,Emma,,Dublin City,53.32272969697347,-6.274101924206457,Private room,177,1,33,2025-02-22,1.61,5,334,11,
893878407502028680,Lansdowne Townhouse,76697490,John,,Dublin City,53.33449088068788,-6.224320158362389,Private room,100,1,3,2024-11-17,0.50,1,352,3,
894009477508428869,Central and stylish 1 bedroom loft in Dublin,234243,Johnny,,Dublin City,53.34154,-6.26141,Entire home/apt,246,2,30,2024-10-17,1.41,41,141,15,
894018537493680875,Beautiful Villa house,300819020,Ramya,,Dn Laoghaire-Rathdown,53.2543729,-6.1736646,Private room,75,30,1,2023-05-21,0.05,2,90,0,
894032605735304020,Central and stylish 2 bedroom loft in Dublin,234243,Johnny,,Dublin City,53.34084892271366,-6.2627076398124775,Entire home/apt,343,2,110,2025-01-28,5.17,41,125,67,
894575301861882131,Relaxing Haven near Dublin's Attractions,49468562,Dejan,,Dublin City,53.33428151028854,-6.2925964980761036,Private room,74,1,122,2024-12-08,5.74,3,107,59,
894641437779426358,Peaceful and bright 1 br apartment in Dublin 06,10634466,Clémence,,Dublin City,53.31132,-6.27142,Entire home/apt,,3,28,2024-09-05,1.36,1,0,11,
894642269625286995,Tintoka Holiday home in Dublin,394820394,Olu,,Fingal,53.37209,-6.40192,Entire home/apt,333,2,1,2023-06-21,0.05,1,350,0,
894799650748130844,Beautiful apartment in East Wall,19384758,Richa,,Dublin City,53.35495,-6.23072,Entire home/apt,,4,33,2025-01-04,1.60,1,0,21,
894850891832976249,GuestReady - A charming place near Golf Centre,515521830,Lynn,,Dn Laoghaire-Rathdown,53.26407,-6.20919,Entire home/apt,162,1,15,2024-12-07,0.71,1,250,7,
894928882041080612,Luxury apt near Temple Bar and Jameson Distillery,425623641,Roddy,,Dublin City,53.34816,-6.27781,Entire home/apt,153,2,106,2025-02-16,4.95,1,167,59,
894931910538637510,Luxury Garden Studio By The Sea,74169052,Grace,,Dn Laoghaire-Rathdown,53.29283358061154,-6.149125434458256,Private room,140,1,44,2024-09-29,2.15,1,301,20,
895383617839622402,Cozy room in central location,53578374,Yahaira,,Dublin City,53.34194,-6.27921,Private room,,1,3,2024-06-09,0.14,1,0,1,
895405470041655297,Cozy room in center of Dublin,9273542,Diego,,Dublin City,53.3412,-6.27565,Private room,94,2,69,2024-12-17,3.21,1,66,38,
896143871767313702,Cute large double room en-suite,515765232,Trish,,Dublin City,53.3640183,-6.266696199999999,Private room,100,2,92,2025-01-01,4.25,1,68,66,
896150648628784907,Large 4 bedroom family home on Luas line,516103407,Maire,,Dn Laoghaire-Rathdown,53.25757,-6.2018,Entire home/apt,261,3,20,2024-09-03,0.98,1,90,11,
896257530295089352,Convenient Room in Arran Quay,22254869,Juan,,Dublin City,53.35167,-6.27952,Private room,99,7,2,2024-04-10,0.16,13,336,2,
896451875993250336,Gardenroom in Portobello,16620272,Cristian,,Dublin City,53.33319388884334,-6.275763414038557,Private room,97,14,26,2025-01-30,1.20,3,89,10,
896741879030177244,Homestay Dublin City cente Apts,75615223,Amy,,Dublin City,53.35022636179504,-6.246841408984378,Private room,119,1,11,2024-10-26,1.81,2,253,11,
897037816173279772,Little flat in beautiful area,57924468,Lucy,,Dn Laoghaire-Rathdown,53.27524,-6.1272,Entire home/apt,140,2,2,2025-01-03,0.11,1,305,1,
897060331460572230,The Cottage Artane,505187552,Olivia,,Dublin City,53.38054,-6.20991,Entire home/apt,247,2,36,2024-12-26,1.70,1,152,22,
897078113179447864,Sandycove & Glasthule Dublin,2673136,Philip,,Dn Laoghaire-Rathdown,53.2858402,-6.1232693,Entire home/apt,432,4,7,2024-08-25,0.36,1,104,3,
912164483122523066,Bedroom with King size bed,519570057,Etkin,,Fingal,53.39488,-6.37267,Private room,52,1,0,,,1,81,0,
912216248785105340,Luxurious Loft in Dublin's Historic Distillery,511496539,Jason,,Dublin City,53.365870670877186,-6.246413515304454,Entire home/apt,267,3,80,2025-03-03,3.92,2,169,50,
912330233500652982,5 mins drive to Dublin Airport,519628296,Theresa,,Fingal,53.44813,-6.25179,Private room,72,1,116,2024-11-24,6.01,1,341,82,
912374721844473602,2 Bed accommodation,42919540,Colette,,Dublin City,53.374993,-6.2049541,Entire home/apt,116,1,97,2025-03-02,6.15,1,210,82,
912752081821498885,GuestReady - Stylish Living on Baggot Street,519734232,GuestReady,,Dublin City,53.338846566451046,-6.250769570234966,Entire home/apt,189,1,7,2024-09-12,0.40,1,0,2,
913101853702515162,Private room in a homely spacious house in Dublin,56325076,Roseanne,,South Dublin,53.33822,-6.4263,Private room,,1,85,2024-12-01,4.03,2,0,51,
913389629184744880,Spacious  modern family home,25124317,Lewis,,Dn Laoghaire-Rathdown,53.26570102485582,-6.137174181640148,Entire home/apt,,55,14,2024-08-14,0.68,1,0,4,
913588275402609715,Central with balcony S. St.,177833932,Anna,,Dublin City,53.340170893266986,-6.267437886627482,Entire home/apt,290,3,2,2024-09-29,0.10,17,362,1,
913610150668145241,Queen Room,519963864,Waterloo,,Dublin City,53.33199,-6.24432,Private room,141,1,81,2025-03-02,4.07,9,275,36,
913626508284074708,Traditional and Charming Red BrickTerraced house,483439255,Rocio,,Dublin City,53.3411243,-6.2730407,Entire home/apt,180,2,90,2025-02-19,4.46,3,97,50,
914360623614118340,Stylish Accommodation at Grangegorman Lower,22254869,Juan,,Dublin City,53.35127,-6.27965,Private room,99,7,1,2024-01-28,0.07,13,1,0,
914367198134626812,Room for Rent near Arran Quay,22254869,Juan,,Dublin City,53.35101,-6.27985,Private room,,7,3,2024-09-07,0.24,13,336,2,
914440754366617830,Blanchardstown apartment.,174612843,Séamus,,Fingal,53.39572,-6.37196,Private room,48,1,5,2025-01-05,1.25,2,3,5,
914577727082803878,Cute 2 Bed Apartment in Dublin 6,483024454,Lucas,,Dublin City,53.31989,-6.27531,Entire home/apt,126,3,27,2024-08-30,1.33,90,0,16,
914587336576297420,"Comfort & value, sleeps 3, parking & 6km to city",33353654,Niamh,,Dublin City,53.3149050517756,-6.3085139004018504,Entire home/apt,104,2,93,2025-02-27,4.54,20,91,68,
914589288201569299,Dublin Airport luxury house with Airport parking,124728917,Connie,,Fingal,53.45282641390946,-6.261302120983601,Entire home/apt,336,1,145,2025-02-22,7.21,2,103,107,
914611793388398809,Cozy & Central 2 bed,177833932,Anna,,Dublin City,53.34526,-6.26611,Entire home/apt,300,4,6,2024-03-10,0.31,17,86,1,
914656731124980528,Fashionable Chic Townhouse in D4,26894342,Geraldine,,Dublin City,53.33657,-6.23377,Entire home/apt,885,3,29,2024-08-29,1.42,1,151,11,
914971940571201599,Browse city or walk mountains,27483668,Rosemary,,Dn Laoghaire-Rathdown,53.30038267628295,-6.281871040189189,Entire home/apt,444,7,1,2023-08-14,0.05,1,173,0,
915030891416136973,Quiet 1 bed Rathmines,112062166,Gav And Trisha,,Dublin City,53.31821,-6.27081,Entire home/apt,150,7,0,,,37,26,0,
915074312108522032,Spacious 3 bed Central Victorian House,24084210,Eimear,,Dublin City,53.3220336,-6.2378124,Entire home/apt,,6,13,2024-09-12,0.63,1,0,4,
915293317240599458,Triple room in quiet location beside bus to city,24565278,Erica,,South Dublin,53.26703,-6.36901,Private room,51,1,83,2025-02-02,4.11,1,154,64,
915837117541762574,Belarmine,162402361,Ian,,Dn Laoghaire-Rathdown,53.26153,-6.21944,Entire home/apt,132,14,2,2024-10-31,0.33,77,332,2,
915916678927386094,Charming Suburban Dublin: Spacious Private Double,143420025,Gabriel,,South Dublin,53.34424,-6.46729,Private room,87,2,16,2024-11-09,0.81,1,70,9,
916453488128335841,Star Gazer Cabin in the Woods,517831432,John,,South Dublin,53.265792743699016,-6.433139044995655,Entire home/apt,96,1,130,2025-02-16,7.13,2,52,93,
916560162581000303,Bright n cozy house in Dublin 18,158259303,Ridhima,,Dn Laoghaire-Rathdown,53.26691229999999,-6.2269017,Entire home/apt,,7,0,,,1,4,0,
916745569005839496,Rush by the sea,520713739,Caroline,,Fingal,53.5347454,-6.092812599999999,Private room,,1,0,,,1,365,0,
916758905504950841,Charming House - 10min from Centre,18080312,Jose Eduardo,,Dublin City,53.32832284447657,-6.274585425853729,Entire home/apt,165,4,77,2025-03-03,3.86,3,72,44,
916761086235138014,8 Hayworth mews,108020648,Sumanth,,Fingal,53.39348,-6.43857,Private room,120,1,0,,,1,364,0,
917105552175442689,"artistic, modern, family home",431082548,Joe,,South Dublin,53.280812400445036,-6.478168947082517,Entire home/apt,285,3,0,,,1,1,0,
917184355247562505,Single room available in Dublin,213465247,Akhi And Khalid,,South Dublin,53.32317,-6.41907,Private room,42,1,58,2025-03-04,2.79,7,80,48,
917223867826044143,Georgian 2 bed city centre,70154490,R Gar And G,,Dublin City,53.34387640138331,-6.2606397330190955,Entire home/apt,300,3,4,2024-06-10,0.19,62,85,3,
917315654555275947,Comfortable and Well-Connected Room,22254869,Juan,,Dublin City,53.35118,-6.27781,Private room,83,7,2,2024-05-27,0.13,13,335,1,
917337381989061792,Inviting and Convenient Room in Dublin,22254869,Juan,,Dublin City,53.35168,-6.27866,Private room,105,7,1,2024-04-13,0.09,13,335,1,
917345073966959291,Enjoy Dublin Living: Room Available,22254869,Juan,,Dublin City,53.35103,-6.27804,Private room,105,7,2,2024-09-28,0.17,13,335,2,
917345407620360974,Recently renovated family home,16433735,Eoin,,Dn Laoghaire-Rathdown,53.28924,-6.2231,Entire home/apt,277,20,0,,,1,364,0,
917355426660994623,Spacious Rooms w Great Amenities in Dublin,22254869,Juan,,Dublin City,53.35096,-6.27983,Private room,115,7,2,2024-05-25,0.14,13,337,1,
917384361759844632,Room for Rent in Vibrant Dublin,22254869,Juan,,Dublin City,53.35154,-6.27785,Private room,103,7,1,2024-09-14,0.17,13,337,1,
917533428798567951,Central Apartment Double Room En-suite,515697514,Odhrán,,Dublin City,53.33755,-6.27258,Private room,91,1,175,2025-02-17,8.44,1,0,95,
917848436322364922,Contemporary 3 bed family house,43293021,Jenni,,Dublin City,53.338328175804726,-6.228793861618039,Entire home/apt,495,3,7,2024-08-27,0.35,1,78,3,
917872580846156052,"Cosy 1 bed apt in south Dublin, sleeps 1-3",5884810,Rosa,,South Dublin,53.30292,-6.27799,Entire home/apt,88,1,34,2025-02-08,1.64,1,18,21,
917918723874761587,Double bed with Amazing Sunrise,520980885,Edward,,Fingal,53.48931404925062,-6.097782924771309,Entire home/apt,144,21,0,,,1,364,0,
918002724845019311,Entire House-Stylish 2 Bed-sun garden&home office,102741750,Cliodhna,,Dublin City,53.32671,-6.25288,Entire home/apt,269,3,2,2023-08-20,0.10,1,4,0,
918222546556602253,Cozy and spacious apartment,70690080,Elena,,Dublin City,53.35007815587223,-6.244381507409076,Entire home/apt,,5,4,2024-06-22,0.22,1,1,1,
918491698945730030,A double bedroom in Shared Apartment in Dublin 8,467470302,Abiodun,,Dublin City,53.3377852,-6.2920294,Private room,81,5,0,,,1,250,0,
918667286889830778,Peaceful and New 1 bed Condo,70154490,R Gar And G,,Dublin City,53.31172841246802,-6.27795233700801,Entire home/apt,114,7,7,2024-06-29,0.39,62,223,5,
918691665160939721,19th Century Edwardian Comfort,112062166,Gav And Trisha,,Dublin City,53.363788621262,-6.271359131182838,Entire home/apt,,4,24,2025-02-03,1.19,37,313,16,
919359902293613965,Lusk Village - double room,235440875,Colm,,Fingal,53.5280075,-6.162136,Private room,,1,0,,,1,364,0,
919409391482622105,Large 4 bedroom 4 bathroom Apt,70154490,R Gar And G,,Dublin City,53.39004539113218,-6.257017204700802,Entire home/apt,256,5,1,2024-06-07,0.11,62,261,1,
919504304041970912,cozy and central,177833932,Anna,,Dublin City,53.35565,-6.2661,Entire home/apt,180,4,8,2024-08-21,0.39,17,249,3,
