id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25792,Private room,70,3,364,2024-11-24,2.14,2,80,39,
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29209,-6.25624,Private room,72,3,328,2025-02-25,1.95,2,127,39,
159889,Friendly Single Room,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,45,2,448,2025-03-04,2.84,3,278,30,
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,88,2,391,2025-02-02,3.29,2,49,15,
165828,Pádraig Pearse apt. Kilmainham,790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,210,3,82,2025-02-02,0.50,4,109,6,
165829,"The ""Michael Collins"" apartment",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,245,3,85,2025-01-21,0.53,4,95,5,
237465,Cozy 1 bed apt 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39558,-6.17524,Entire home/apt,71,1,559,2025-03-03,3.48,3,109,62,
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34596,-6.41719,Private room,30,30,48,2024-11-30,0.32,1,97,3,
292757,Old World Converted Stables with Swimming Pool.,1515549,Sarah,,Dublin City,53.36949,-6.34889,Entire home/apt,130,2,476,2025-02-22,3.12,1,98,42,
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,127,2,76,2024-06-20,0.48,8,1,6,
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,75,2,166,2025-02-15,1.05,8,177,24,
333950,Best location in Dublin City Centre,1607393,Daragh,,Dublin City,53.341997210593505,-6.27368487417698,Private room,81,2,290,2025-02-16,1.85,3,5,25,
365854,Boutique Centre 1BR w. Free Wifi,1847391,Diane,,Dublin City,53.35314,-6.25652,Entire home/apt,147,2,191,2024-12-27,1.21,1,135,3,
374792,"'Grace Gifford' cottage, Kilmainham",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,203,3,36,2024-05-03,0.23,4,199,1,
380174,★Seaside Modern ★ Walk Everywhere | Luxury Complex,1907867,Beth,,Dn Laoghaire-Rathdown,53.29521,-6.13692,Entire home/apt,,31,11,2018-09-10,0.09,1,1,0,
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35682,-6.29132,Entire home/apt,152,2,173,2024-11-04,1.15,8,205,7,
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,148,2,654,2025-02-03,4.22,4,111,48,
426326,Large room with double & single Bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,130,1,268,2024-08-18,1.73,3,16,4,
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35572,-6.25803,Entire home/apt,155,2,606,2025-02-02,3.87,4,130,34,
427495,Lovely attic room with double bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,110,1,188,2024-09-01,1.23,3,346,3,
451611,Best location balcony St Patrick's view,1607393,Daragh,,Dublin City,53.3404,-6.27256,Entire home/apt,127,3,632,2024-10-28,4.07,3,48,44,
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35336,-6.44968,Private room,135,1,403,2025-02-13,2.65,3,340,41,
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,148,2,538,2024-12-08,3.48,4,120,38,
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34752,-6.26393,Entire home/apt,179,2,688,2025-02-19,4.52,1,1,50,
575890,Cosy Red Brick in heart of Dublin,2832845,Dez,,Dublin City,53.34162,-6.2747,Entire home/apt,125,5,2,2022-10-01,0.06,2,18,0,
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36405,-6.27351,Private room,90,2,306,2025-03-01,2.02,1,124,41,
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35338,-6.44994,Private room,65,1,116,2025-02-01,0.76,3,345,28,
631270,Ringsend near city centre cosy room double bed,3125619,Freda,,Dublin City,53.34095,-6.23277,Private room,114,3,65,2024-09-15,0.62,2,119,16,
654589,City Centre Apartment | Temple Bar | Dublin Castle,3244025,Garrett,,Dublin City,53.34493,-6.26688,Entire home/apt,269,1,665,2025-02-21,4.37,2,226,45,
690119,Extensively Modernised Georgian House near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29448,-6.24686,Entire home/apt,365,4,246,2025-02-05,1.72,1,246,15,
715205,Gracepark Guesthouse 1,3683952,Roy,,Dublin City,53.368837598173094,-6.249314785003654,Private room,90,1,185,2025-02-19,1.23,3,337,90,
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58175,-6.1226,Entire home/apt,149,2,225,2025-02-18,1.61,1,194,19,
726075,Chestnut view- 4* Rating Close to airport and city,3756388,Mary,,Dublin City,53.36973,-6.25788,Entire home/apt,125,21,4,2024-08-30,0.03,1,37,1,
736751,Gracepark Guesthouse 2,3683952,Roy,,Dublin City,53.36786925614428,-6.250431447766409,Private room,,1,113,2024-09-30,0.75,3,0,39,
736773,Gracepark Guesthouse 3,3683952,Roy,,Dublin City,53.37029,-6.25113,Private room,,1,79,2024-09-30,0.54,3,0,16,
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33387,-6.26429,Private room,70,2,480,2025-02-02,3.56,2,36,33,
869956,Bright double room in independent house near UCD,4584609,Silvia,,Dn Laoghaire-Rathdown,53.30456,-6.20356,Private room,,7,13,2024-12-13,0.09,3,10,2,
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35789,-6.23813,Entire home/apt,270,3,162,2024-09-11,1.11,1,233,16,
922425,Perfect Location City Centre House,1607393,Daragh,,Dublin City,53.34202,-6.27351,Entire home/apt,,3,141,2025-01-01,0.97,3,1,6,
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39622,-6.1756,Entire home/apt,66,1,339,2024-12-09,2.70,3,158,35,
999963,"City living with garden, park, canal, luas",5497230,Sarah And Johnny,,Dublin City,53.36193,-6.27423,Entire home/apt,405,7,11,2023-08-08,0.09,1,0,0,
1073487,"UCD Adjacent House 
- 7 mins walks to College Gate",5905039,Jane,,Dn Laoghaire-Rathdown,53.30443,-6.24083,Private room,95,2,104,2025-01-18,0.72,1,358,11,
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35846,-6.27528,Entire home/apt,136,2,285,2024-12-10,1.98,1,21,17,
1173029,Great house in vibrant Stoneybatter,3448346,Ian,,Dublin City,53.35107,-6.27992,Entire home/apt,234,3,485,2025-02-24,4.10,1,91,70,
1207950,Large 5 Star Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home/apt,390,5,99,2024-09-28,0.70,1,73,11,
1255270,No1 friendly family home,6837751,Siobhan,,South Dublin,53.33883,-6.433,Private room,45,30,22,2024-10-01,0.16,2,123,4,
1270261,Old Country house,474328,James,,Fingal,53.5668,-6.31556,Private room,50,1,13,2023-08-13,0.10,1,365,0,
1299470,Large Georgian House @ Malahide Beach,6287304,Jonathan,,Fingal,53.44352,-6.13357,Entire home/apt,585,3,2,2025-01-01,0.73,1,297,2,
1345435,"Townhouse, Portobello",435734,Conor,,Dublin City,53.33095,-6.27176,Entire home/apt,189,2,35,2019-11-18,0.27,1,0,0,
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Stephen,,Dublin City,53.33677,-6.28899,Private room,90,2,168,2024-10-28,1.19,2,20,13,
1407832,Near the sea Dublin family house,5818278,Therese,,Dn Laoghaire-Rathdown,53.29832,-6.17191,Entire home/apt,,6,66,2024-08-10,0.47,1,0,1,
1466234,Single room,5940448,Elva,,Dublin City,53.32894,-6.30413,Private room,43,4,218,2024-10-14,1.55,1,205,32,
1478255,Country Cottage in the city,7910820,Michael,,Dublin City,53.343592510553115,-6.221619842327872,Entire home/apt,238,2,22,2024-08-19,1.86,1,323,22,
1510400,Spacious and Contemporary House,8066896,Ken,,Dublin City,53.32956,-6.32588,Entire home/apt,,100,8,2023-06-23,0.06,1,90,0,
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33514,-6.26772,Private room,85,2,66,2023-05-08,0.48,2,37,0,
1596451,"Stunning architectural home, sleeps 8, Dublin.",6219661,Sonya,,Dublin City,53.36205,-6.2442,Entire home/apt,1000,3,17,2016-05-30,0.12,1,334,0,
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33511,-6.26875,Private room,127,2,78,2024-12-09,0.58,2,15,3,
1711261,Kilmainham Lane Terrace,1390012,Andy,,Dublin City,53.34432,-6.29733,Entire home/apt,,7,15,2024-05-20,0.16,1,0,1,
1729959,Kim's House,9115187,Kim,,Dn Laoghaire-Rathdown,53.3065,-6.24719,Entire home/apt,215,5,8,2024-07-12,0.07,2,8,1,
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33688,-6.29419,Private room,130,2,599,2024-12-23,4.37,2,0,26,
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35691,-6.29164,Entire home/apt,161,2,162,2025-03-01,1.23,8,228,9,
1963074,Private room with own entrance,10124896,Robyn,,Dublin City,53.39105,-6.27775,Private room,130,1,767,2024-12-23,5.95,1,241,59,
2026810,1 single cosy room in Ranelagh,6782586,Mary,,Dublin City,53.32338,-6.25333,Private room,58,3,377,2025-02-01,2.82,2,260,30,
2164444,Historic Oasis - Heart Of Dublin,11013512,Benjamin,,Dublin City,53.32889,-6.25116,Private room,72,2,556,2025-02-08,4.13,2,15,36,
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37106,-6.19743,Private room,95,1,0,,,1,0,0,
2241137,A home away from home,4009786,Denise,,Dn Laoghaire-Rathdown,53.27925,-6.13324,Private room,97,2,15,2024-11-04,0.88,4,359,12,
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33408,-6.26463,Private room,79,2,363,2025-02-16,2.73,2,67,25,
2345315,Smart Modern Double Size Bedroom + own bathroom,11976922,Juliana,,Dublin City,53.37630245633504,-6.316897148631376,Private room,52,25,228,2023-01-02,1.94,4,133,0,
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39058,-6.24692,Private room,90,2,259,2024-09-25,1.97,3,257,16,
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33364,-6.26584,Entire home/apt,380,5,285,2024-10-15,2.13,5,304,16,
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.38949,-6.24701,Private room,84,2,261,2024-09-27,1.95,3,270,12,
2466169,Cozy Central Studio,11823727,Claudio,,Dublin City,53.34526,-6.28195,Entire home/apt,,3,238,2024-05-20,1.81,1,20,8,
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.28651,-6.13422,Private room,110,2,163,2024-09-14,1.24,1,149,14,
2481147,Modern 3 Bed Duplex Apartment - Grand Canal,234243,Johnny,,Dublin City,53.34572554718805,-6.237455681499833,Entire home/apt,565,3,34,2023-04-20,0.32,41,76,0,
2486255,"Fairy House, Lucan,Private Room for a Couple",2115318,Siobhan,,South Dublin,53.35191,-6.45039,Private room,100,1,5,2024-12-01,0.27,3,345,3,
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.3436,-6.2673,Entire home/apt,138,14,486,2024-09-23,3.71,19,135,12,
2574203,Small but perfectly formed,13054321,Conor,,Dublin City,53.34223,-6.33011,Private room,58,2,545,2025-02-22,4.08,1,287,75,
2607040,Artisan Cottage,13350457,Lisa,,Dublin City,53.33461,-6.27329,Entire home/apt,,2,80,2024-09-29,0.60,1,0,8,
2657582,Bright Double Room in Penthouse Apartment near UCD,8331433,Karen,,Dublin City,53.31188,-6.24776,Private room,54,28,20,2024-11-04,0.15,1,65,3,
2686112,Central  Private double and bathroom,13748399,Antonio,,Dublin City,53.35322,-6.26188,Private room,110,3,90,2024-08-03,0.68,1,286,13,
2691951,Bright spacious mews in great location,11437558,Laura,,Dn Laoghaire-Rathdown,53.31019,-6.20477,Entire home/apt,280,2,113,2025-02-18,1.77,1,308,7,
2703497,"Seaside Hideaway, Dún Laoghaire",13811619,Padraig,,Dn Laoghaire-Rathdown,53.29444,-6.14328,Entire home/apt,,3,3,2022-09-18,0.09,1,0,0,
2734096,Double Room in the Docklands,11211199,Dave,,Dublin City,53.34374,-6.23594,Private room,200,3,23,2022-09-13,0.18,1,364,0,
2754860,A little piece of heaven,14091285,Bella,,Fingal,53.56683,-6.38358,Entire home/apt,750,7,6,2022-08-06,0.06,1,358,0,
2760521,Grand Canal Dock 1 bedroom,3846772,Sag,,Dublin City,53.346,-6.23933,Entire home/apt,,28,7,2024-08-26,0.06,8,0,1,
2770813,Family Room (1 Double & 1 Single bed),14169546,Maeve,,Dublin City,53.36417,-6.18684,Private room,120,1,210,2025-03-02,1.59,4,2,42,
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,,Dublin City,53.38903,-6.24719,Private room,113,2,262,2024-10-25,2.02,3,259,14,
7630788,"❤️ Heart of the City- 5 Star Reviews, Temple Bar",262875,Paul,,Dublin City,53.34679,-6.26313,Entire home/apt,280,2,323,2025-03-02,2.85,1,145,59,
7642454,City Center Dublin 2,40101411,Douglas,,Dublin City,53.34096,-6.26611,Private room,,2,17,2024-10-07,0.15,2,0,16,
7692164,Cosy apartment close to city,38331595,Ali,,Dublin City,53.33963,-6.28038,Entire home/apt,120,4,60,2024-09-07,0.52,1,1,4,
7781066,"Stunning Temple Bar,City Apartment2",12036741,Micheál,,Dublin City,53.34499,-6.26823,Entire home/apt,140,14,465,2025-02-25,4.00,19,148,18,
7814088,Top Floor Double Bed in Dublin 4,41137785,"Jack, Mick And Marty",,Dublin City,53.33606,-6.22265,Private room,100,2,133,2024-07-07,1.14,2,12,7,
7882182,Family home near Dublin Airport,41550464,Sara,,Fingal,53.52595,-6.15977,Private room,,1,57,2024-08-31,0.49,1,0,5,
2842486,Spacious One Bedroom Apartment.,7002908,Tom,,Dublin City,53.33776,-6.30401,Entire home/apt,210,7,138,2019-10-01,1.05,1,20,0,
2850155,Sunny & Spacious Dun Laoghaire House Near The Sea,14413720,Alan,,Dn Laoghaire-Rathdown,53.28346,-6.13591,Entire home/apt,,7,10,2024-08-25,0.32,1,29,6,
2874272,Studio with a view over Dublin city,1557844,Liam And Fiona,,Dublin City,53.35685,-6.29078,Entire home/apt,80,2,202,2025-02-26,1.59,8,158,24,
2903645,"Single bed, Dart 15 mins to City 4.6km, UCD 2km",14746247,Karen,,Dublin City,53.32136,-6.20679,Private room,,1,30,2024-09-03,0.23,2,0,2,
3009793,"""Parnell"" studio, Kilmainham",790601,Timothy,,Dublin City,53.33761,-6.32431,Entire home/apt,111,3,35,2025-02-04,0.28,4,1,1,
3012532,Unique beautiful beachfront property 1,15351872,Mary & Jason,,Fingal,53.52893,-6.0867,Entire home/apt,165,2,185,2025-03-02,1.42,4,182,22,
3031518,Luxury Double Room (en-suite),14169546,Maeve,,Dublin City,53.36238,-6.18458,Private room,124,1,100,2024-10-27,0.77,4,1,14,
3042183,Luxury Double  room (The Green Room),14169546,Maeve,,Dublin City,53.36297,-6.18643,Private room,125,1,66,2024-12-08,0.57,4,337,3,
3042237,Single room to let (The Green Room),14169546,Maeve,,Dublin City,53.3628,-6.18427,Private room,70,1,137,2025-02-16,1.35,4,330,41,
3096382,Temple Bar-Old City. Large Roof Terrace,15369809,Sean,,Dublin City,53.34525,-6.26582,Entire home/apt,300,4,335,2025-02-02,2.56,3,254,35,
3137058,Large sunny double bedroom & luxury bathroom,12000497,Peter,,Dublin City,53.33208,-6.29582,Private room,95,3,126,2024-10-14,1.44,1,0,1,
3188621,Cosy Room - Heart of Dublin Medieval City.,16158874,Lina,,Dublin City,53.34213,-6.28813,Private room,98,3,240,2025-01-01,1.94,2,0,22,
3281268,Modern Style,16583015,Seán,,Fingal,53.38873,-6.13044,Entire home/apt,400,4,22,2018-08-28,0.17,1,1,0,
3333378,Stunning Sea View Beachfront Apartment 5,15351872,Mary & Jason,,Fingal,53.52786,-6.08764,Entire home/apt,122,2,182,2025-02-09,1.49,4,171,21,
3338823,"G4:2 Roomed Flat in Rathmines,Dublin 6",15097372,Gerry,,Dublin City,53.32928,-6.2672,Entire home/apt,,1,315,2024-08-30,2.43,2,0,18,
3394094,Very Central Single Room,7972293,Rose,,Dublin City,53.35277,-6.26669,Private room,78,3,266,2024-10-27,2.06,1,25,20,
3449973,Sunny Cottage with U2 conections,17387988,Ciaran & Eva,,Dublin City,53.36453,-6.23205,Entire home/apt,326,10,8,2018-06-01,0.06,1,24,0,
3469741,Great city centre location,9382002,Maura,,Dublin City,53.353,-6.2587,Entire home/apt,,2,38,2024-11-17,0.30,1,0,17,
3474511,DUBLIN CITY CENTRE – Double Room,17501731,Kieran,,Dublin City,53.33531,-6.26685,Private room,119,2,751,2025-03-03,5.89,1,55,42,
3579644,Double Room 1,18030374,Caroline,,South Dublin,53.28895,-6.30707,Private room,60,2,331,2025-01-06,2.56,2,69,29,
3581655,Twin room,18030374,Caroline,,South Dublin,53.28917,-6.30743,Private room,60,2,366,2025-01-31,2.83,2,76,31,
3592153,"Victorian House
4 Bed City Centre
Ballsbridge
D4",17259900,Conor,,Dublin City,53.33219,-6.22718,Entire home/apt,855,14,208,2024-08-25,1.65,1,25,15,
3634410,Dublin townhouse in city - Perfect for New Year,18323987,Cathy,,Dublin City,53.33757,-6.23803,Entire home/apt,,4,73,2024-09-08,0.60,1,4,4,
3652787,Beautiful Mews to Rent,16706548,James,,Dn Laoghaire-Rathdown,53.29522322096998,-6.164720262757852,Entire home/apt,145,1,0,,,1,347,0,
3692952,Stylish 3-Bed Ranelagh – Minutes to Dublin City,18801793,Andrew,,Dublin City,53.32862,-6.25638,Entire home/apt,325,4,44,2025-01-04,0.34,1,198,1,
3698469,Dublin-Killiney-Period Villa-Room 2of2 + Breakfast,390963,Anthony,,Dn Laoghaire-Rathdown,53.24658,-6.12055,Private room,84,2,92,2024-09-14,0.79,2,254,7,
3746469,Twin Room in Dalkey priced per person,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.2706,-6.11413,Private room,51,1,170,2025-03-02,1.32,2,1,52,
3749697,Single Room in Dalkey home,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.272,-6.11282,Private room,60,1,255,2025-02-11,2.10,2,314,72,
3770752,Central Dublin Comfy Victorian Charm,19325587,Aoife,,Dublin City,53.3549,-6.26868,Private room,93,4,396,2025-01-27,3.07,3,60,35,
3789686,Waterfront Apartment in the Heart of Dublin City,13987224,Veronica,,Dublin City,53.34197,-6.23965,Private room,99,2,467,2025-02-03,3.63,1,183,41,
3841286,"great house near city centre, Aviva, RDS + more",17290408,Rebecca,,Dublin City,53.33848,-6.22666,Entire home/apt,298,2,15,2024-08-19,0.14,1,14,4,
3868060,Comfortable Room in family home,19970483,Estelle,,Dn Laoghaire-Rathdown,53.2869,-6.1802,Private room,55,729,6,2022-05-21,0.05,2,364,0,
3882631,Charming Coach House near City Center in Ranelagh,6618797,Rosie,,Dublin City,53.32513,-6.24906,Entire home/apt,209,3,224,2023-12-12,1.76,1,99,0,
3951360,Relaxing Beachside Room,19377734,Isobel,,Fingal,53.51934,-6.1036,Private room,79,1,228,2024-10-15,2.41,4,333,46,
3965249,"Beachside room, close to airport!",19377734,Isobel,,Fingal,53.518680572509766,-6.1028571128845215,Private room,77,1,263,2024-11-25,2.06,4,287,32,
3991589,Charming cottage close to town,20691615,Kirsty,,Dublin City,53.35649,-6.24096,Private room,69,7,185,2024-09-14,1.45,1,205,10,
4067786,Cultural Quarter Convenience near Dublin Castle,20808038,Tanya,,Dublin City,53.34451,-6.26749,Entire home/apt,405,2,31,2025-03-04,0.26,1,0,22,
4092157,Single bedroom available,10475485,J,,Dn Laoghaire-Rathdown,53.20845,-6.1237,Private room,,1,21,2019-07-03,0.22,1,0,0,
4177992,Beautiful SINGLE ROOM IN CLONTARF,8760476,Clare,,Dublin City,53.36839,-6.18998,Private room,68,1,293,2025-03-03,2.41,5,276,52,
4178309,BEAUTIFUL DOUBLE ROOM IN SCENIC CLONTARF,8760476,Clare,,Dublin City,53.36768,-6.18928,Private room,74,1,277,2025-02-03,2.32,5,279,29,
4229727,Beautiful Double room clontarf,8760476,Clare,,Dublin City,53.36773,-6.1892,Private room,70,1,209,2025-03-04,1.84,5,294,19,
4229865,BEAUTIFUL  ROOM WITH TWIN BEDS,8760476,Clare,,Dublin City,53.36663041120419,-6.18880031645118,Private room,71,2,137,2025-03-04,1.13,5,272,21,
4230879,Cosy 3 BR House 15m From Centre,228263,Sarah,,Dublin City,53.357833973224146,-6.268419961345292,Entire home/apt,340,2,33,2025-01-01,1.42,1,38,23,
4261174,Dublin Eco Home,7354515,Serena,,Dublin City,53.31882,-6.31644,Entire home/apt,664,5,18,2024-05-22,0.23,1,111,1,
4294854,City Centre Apartment,22295110,Andrew,,Dublin City,53.34735,-6.27185,Private room,70,30,185,2019-09-26,1.47,1,30,0,
4302167,Perfect location to explore Dublin,22331062,Michael,,Dublin City,53.33967,-6.23031,Entire home/apt,,2,110,2024-10-17,0.87,1,0,10,
4310584,Bright en-suite bedroom cum shared kitchen/dining,880723,Susan,,Dublin City,53.31181,-6.29115,Private room,95,4,168,2024-12-09,1.44,3,0,16,
4337495,Cottage near city centre - Ranelagh,22520231,Susan,,Dublin City,53.32982,-6.25938,Entire home/apt,,1,79,2024-09-09,0.64,1,1,5,
4378260,"Cosy, very small room for one.  Female only.",1614756,Helena,,Dublin City,53.34855,-6.27742,Private room,73,2,161,2024-12-02,1.34,1,0,19,
4386838,"Bright, spacious city centre  apt",65604080,Julia,,Dublin City,53.34446,-6.28059,Entire home/apt,334,2,2,2025-02-26,2,8,79,2,
4407415,Your private Bedroom-City Center,4972610,Olivier,,Dublin City,53.35528,-6.26152,Private room,98,2,16,2023-10-16,0.13,1,5,0,
4446134,Large 5 bed home in Shankill Village South Dublin,23074368,Berna,,Dn Laoghaire-Rathdown,53.24059,-6.12642,Entire home/apt,400,3,36,2024-09-16,0.36,4,0,6,
4446326,"Twin Room in Shankill Village, South Dublin",23074368,Berna,,Dn Laoghaire-Rathdown,53.24044,-6.12693,Private room,80,1,46,2024-03-15,0.39,4,1,1,
4492472,"Large, sunny room in quiet red brick terrace house",23303300,Jim,,Dublin City,53.33534,-6.28121,Private room,63,2,34,2024-10-27,0.32,2,21,7,
4585502,`Downtown Dublin Penthouse.,13670448,Ronan,,Dublin City,53.34651,-6.24902,Entire home/apt,248,4,236,2025-03-02,1.91,1,128,42,
4604580,Twin Bedded room €90 per night Lite Breakfast Rm 1,23860388,Conor,,Fingal,53.38322067260742,-6.094991207122803,Private room,90,2,111,2024-09-19,1.18,1,1,12,
4630635,"Larkfield, Harold's Cross, Dublin 6W",23977500,Conor,,Dublin City,53.31898,-6.28561,Entire home/apt,,2,12,2024-07-07,0.37,1,0,3,
4639862,Lovely 1 bedroom in the heart of Dublin 4,24023516,Bernadette,,Dublin City,53.33584,-6.22871,Private room,124,1,54,2025-02-02,1.81,2,177,24,
4665890,Rathmines Apartment 1,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,145,2,273,2025-03-05,2.30,7,151,65,
4699995,Bright modern loft apartment.,17841404,Sean,,Dublin City,53.40554,-6.28498,Entire home/apt,261,7,5,2020-02-03,0.04,1,0,0,
4802792,"Malahide, Co. Dublin",24741454,Mark,,Fingal,53.44559440261362,-6.1792077496647835,Entire home/apt,1511,3,4,2024-07-29,0.48,1,1,4,
4804987,Studio Suite - Dublin 4,24753626,Laura,,Dublin City,53.33189,-6.24944,Entire home/apt,179,1,83,2025-01-26,0.69,2,263,11,
4857684,Unique exquisite beachfront property 2,15351872,Mary & Jason,,Fingal,53.52825,-6.08728,Entire home/apt,122,2,197,2025-03-06,1.88,4,133,37,
4940924,Carrickmines,19714107,Brian,,Dn Laoghaire-Rathdown,53.24433,-6.18348,Private room,106,2,14,2024-05-26,0.14,1,365,1,
4963289,"Exquisite Private Suite in Malahide, Dublin.",25585623,Albert,,Fingal,53.44824,-6.13546,Private room,100,1,620,2024-10-27,5.08,1,129,53,
4965606,"3 Bed house , near sea , big lounge in Bayside",18466080,Anthony,,Fingal,53.38976,-6.1385,Entire home/apt,113,15,92,2024-09-28,0.76,2,18,2,
4990588,Modern 2BR & 2Bathroom Apt. Heuston,1682649,Ej,,Dublin City,53.34502,-6.29836,Entire home/apt,200,4,57,2018-09-30,0.47,1,28,0,
5003312,Welcome to our home!,1444317,Eamon And Soraya,,Dn Laoghaire-Rathdown,53.29432,-6.27728,Private room,50,1,40,2024-08-18,0.33,1,1,7,
5045518,2 bed house near city and airport,26048219,Pauline,,Dublin City,53.37738,-6.21664,Entire home/apt,125,7,82,2024-10-18,0.71,1,121,9,
5056234,"Large luxurious house. 4bed/4bath, 10mins to City",26106771,Ronan,,Dn Laoghaire-Rathdown,53.308929443359375,-6.234181880950928,Entire home/apt,289,4,151,2024-12-30,1.24,1,227,24,
5084809,"Cosy double room, near city center",26264820,Federico,,Dublin City,53.31938,-6.31249,Private room,90,3,133,2024-03-18,1.09,1,116,1,
5085323,"D4 quiet location near Aviva stadium, sea and city",26267564,Vivienne,,Dublin City,53.33563735495426,-6.225398819435257,Entire home/apt,216,4,0,,,1,354,0,
5092800,Great Apartment in the city centre,26308394,Anna,,Dublin City,53.34532,-6.28312,Entire home/apt,,4,61,2024-10-20,0.50,1,0,14,
5122717,Rathmines Apt 2,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,100,2,318,2025-01-04,2.67,7,184,62,
5123315,Rathmines Apt 3,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,141,2,301,2025-03-05,2.55,7,143,79,
5140160,Cowper 415,24141249,Siobhan,,Dublin City,53.31632,-6.26362,Entire home/apt,153,2,241,2025-03-03,2.35,7,186,58,
5140379,Cowper 443,24141249,Siobhan,,Dublin City,53.31635,-6.26355,Entire home/apt,166,2,314,2025-03-04,2.56,7,164,80,
5166238,Bright Comfortable Double Dublin South.,26721551,Ann,,Dublin City,53.3109,-6.28622,Private room,40,1,95,2024-03-31,0.78,3,1,1,
5198526,Home away from Home in Dublin.,26889646,Gerard,,Dublin City,53.33851,-6.29102,Private room,120,3,250,2024-12-03,2.04,1,19,14,
5207710,Cosy Victorian Centre/3Arena/Conventions,19574297,Orla,,Dublin City,53.35293,-6.23494,Entire home/apt,246,3,135,2024-08-26,1.11,1,122,7,
5218203,Comfortable Room with Two beds,19970483,Estelle,,Dn Laoghaire-Rathdown,53.28486,-6.17929,Private room,65,729,26,2023-09-03,0.22,2,1,0,
5251419,Sunlit Guinness House Beside the Phoenix Park.,22603887,James,,Dublin City,53.35262,-6.29586,Entire home/apt,249,2,131,2025-02-02,1.07,1,100,16,
5273761,Beautiful modern cosy apartment,27300935,Yvonne,,Dublin City,53.40309,-6.15406,Private room,54,2,293,2024-09-30,2.52,1,296,42,
